path,split
madang5/simcheongga/hapchang/pan-sim-017 myeongchang simcheongga Vol.1/pan-sim-017 myeongchang simcheongga Vol.1 CD2/01-simcheongga_simcheongi bap bilreoganeunde~simcheong jangseonghu jangseungsangdaek geonneoganeunde.csv,valid
madang5/simcheongga/hapchang/pan-sim-017 myeongchang simcheongga Vol.1/pan-sim-017 myeongchang simcheongga Vol.1 CD2/02-simcheongga_simbongsa ttal gidarida mure ppajineunde~jungi mure ppajin simbongsa guhaneunde.csv,valid
madang5/simcheongga/hapchang/pan-sim-017 myeongchang simcheongga Vol.1/pan-sim-017 myeongchang simcheongga Vol.1 CD2/03-simcheongga_simbongsa gongyangmi sambaekseok gwonseonhaneunde~simcheong abeojireul wirohaneunde.csv,train
madang5/simcheongga/hapchang/pan-sim-017 myeongchang simcheongga Vol.1/pan-sim-017 myeongchang simcheongga Vol.1 CD2/04-simcheongga_simcheong gongyangmi sambaekseoge momeul palgo haengseoneul junbihaneunde.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD1/01-simcheongga_jangseungsangdaek buini manryuhaneunde~simcheong seonindeul ttaraganeunde.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD1/02-simcheongga_simcheong imdangsue ppajineunde.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD1/03-simcheongga_simcheonggwa eomeoniui mannam~simcheongui hwansaeng.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD1/04-simcheongga_hwachotaryeong~simcheonghwanghuga doeeo maenginjanchireul yeolgiro ham.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD2/01-simcheongga_simbongsa ppaengdeoginewa hwangseonggil tteonaneunde~ppaengdeogine domanggane.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD2/02-simcheongga_bangataryeong~simbongsa anssimaengin mannaneunde.csv,train
madang5/simcheongga/hapchang/pan-sim-018 myeongchang simcheongga Vol.2/pan-sim-018 myeongchang simcheongga Vol.2 CD2/03-simcheongga_bunyeosangbongga simbongsa nuntteuneunde.csv,train
"madang5/simcheongga/hyeonmi/pansori pansoriui jeolmeun myeongchangdeul CD-1/11-hyeonmi(chang),ibonggeun(gosu)-simcheongga_simcheong,indangsu tusin_aniri,jinyangjo.csv",test
"madang5/simcheongga/hyeonmi/pansori pansoriui jeolmeun myeongchangdeul CD-1/12-hyeonmi(chang),ibonggeun(gosu)-simcheongga_simcheong,indangsu tusin_eotmori,jajinmori.csv",valid
"madang5/simcheongga/hyeonmi/pansori pansoriui jeolmeun myeongchangdeul CD-1/13-hyeonmi(chang),ibonggeun(gosu)-simcheongga_simcheong,indangsu tusin_jinyangjo.csv",test
madang5/simcheongga/idongbaek/gimseonyeongsojang yuseonggieumban(MP3)/21 - beompijungyu(1)-idongbaek.csv,train
madang5/simcheongga/idongbaek/gimseonyeongsojang yuseonggieumban(MP3)/22 - beompijungyu(2)-idongbaek.csv,train
madang5/simcheongga/idongbaek/pan-0-014 bikteo yuseonggi wonban sirijeu 13 30nyeondae pansori geoljakjip/03-idongbaek-simcheongga jung simcheongi buchingwa ibyeolhaneun de.csv,train
madang5/simcheongga/idongbaek/pan-chun-038 pansori5myeongchang/12-idongbaek-simbongsa nuntteuneun daemok(simcheongjeon)_simbongsawa simhwanghu sangbong.csv,train
madang5/simcheongga/ihwajungseon/myeongchang ihwajungseon pansoriseonjip/07-ihwajungseon-simhwanghu sachinga.csv,train
madang5/simcheongga/ihwajungseon/myeongchang ihwajungseon pansoriseonjip/08-ihwajungseon-sosangpalgyeong.csv,train
"madang5/simcheongga/ihwajungseon/pan-0-006 SPsidaeui pansori yeoryu myeongchangdeul 3 ihwajungseon,singeumhong/03-ihwajungseon-simcheongi bae tago imdangsuro.csv",train
madang5/simcheongga/ihwajungseon/pan-chun-035 hangugui widaehan pansori myeongchangdeul(III) ihwajungseon/08-ihwajungseon-seoninttara ganeunde.csv,train
madang5/simcheongga/ihwajungseon/pan-chun-035 hangugui widaehan pansori myeongchangdeul(III) ihwajungseon/09-ihwajungseon-beompijungryu.csv,test
madang5/simcheongga/ihwajungseon/pan-chun-035 hangugui widaehan pansori myeongchangdeul(III) ihwajungseon/10-ihwajungseon-simhwanghu sachinga.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/01-iilju-danga chohanga.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/02-iilju-simcheongga_gwakssibuin eojin haengsil.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/03-iilju-simcheongga_simcheong tansaeng.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/04-iilju-simcheongga_gwakssi jugeum.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/05-iilju-simcheongga_gwakssi jangrye.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/06-iilju-simcheongga_jeotdongnyang.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-1/07-iilju-simcheongga_simcheong simbongsa bongyang.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/01-iilju-simcheongga_jangseungsangdaek.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/02-iilju-simcheongga_simbongsa mure ppajim.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/03-iilju-simcheongga_gongyangmi siju yaksok.csv,valid
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/04-iilju-simcheongga_seonindeulkke momeul pam.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/05-iilju-simcheongga_simcheong hajik.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/06-iilju-simcheongga_jangseungsangdaek hajik.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-2/07-iilju-simcheongga_seonindeureul ttaragam.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/01-iilju-simcheongga_indangsuro hyangham.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/02-iilju-simcheongga_indangsu tusin.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/03-iilju-simcheongga_yonggung dangdo.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/04-iilju-simcheongga_seungsangbuin tansik.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/05-iilju-simcheongga_simcheong monyeo sangbong.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/06-iilju-simcheongga_simcheong hwansaeng.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/07-iilju-simcheongga_hwachotaryeong.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/08-iilju-simcheongga_simcheong hwanghu doeda.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-3/09-iilju-simcheongga_simhwanghu tansik.csv,test
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/01-iilju-simcheongga_simbongsa tansik.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/02-iilju-simcheongga_ppaengdeogine gasan tangjin.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/03-iilju-simcheongga_ppaengdeogine domang.csv,valid
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/04-iilju-simcheongga_simbongsa mogyok.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/05-iilju-simcheongga_bangataryeong.csv,valid
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/06-iilju-simcheongga_anssi maengin.csv,train
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/07-iilju-simcheongga_simbongsa gaean.csv,test
madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/08-iilju-simcheongga_maengindeul songchuk.csv,train
"madang5/simcheongga/iilju/iilju myeongchang simcheongga 4CD/iilju myeongchang simcheongga CD-4/09-iilju-simcheongga_hwangbongsa nwiuchim,huildam.csv",train
madang5/simcheongga/iimrye/pan-0-029 deugeum Vol.4 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok4/02-iimrye-simcheongga_simcheongi indangsu ppajineunde.csv,train
madang5/simcheongga/imbangul/pan-0-014 bikteo yuseonggi wonban sirijeu 13 30nyeondae pansori geoljakjip/06-imbangul-simcheongga jung simbongsa nun tteuneun de.csv,train
madang5/simcheongga/iseonyu/gimseonyeongsojang yuseonggieumban(MP3)/02 - simcheongga gwakssibuin pumpari-iseonyu.csv,valid
madang5/simcheongga/iseonyu/myeonginmyeongchangseonjip(6) dongpyeonje pansori/07-iseonyu-simcheongga jung sosangpalgyeong.csv,test
madang5/simcheongga/iseonyu/pan-chun-036 pansorimyeongchang iseonyu/04-iseonyu-simcheongga_seungsangbuin chajaganeunde.csv,train
madang5/simcheongga/iseonyu/pan-chun-036 pansorimyeongchang iseonyu/05-iseonyu-simcheongga_sosangpalgyeong.csv,train
"madang5/simcheongga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/01-jangyeonchan-simcheongga_anssimaengin mannaneunde.csv",train
"madang5/simcheongga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/02-jangyeonchan-simcheongga_maenginjanchi chamryedaemok.csv",train
"madang5/simcheongga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/03-jangyeonchan-simcheongga_bunyeosangbong,nuntteuneunde.csv",train
"madang5/simcheongga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/04-jangyeonchan-simcheongga_simbongsa gippeo noneunde.csv",train
"madang5/simcheongga/jangyeongchan/pan-0-022 jangyeonchan pansori 2 simcheongga,heungboga/05-jangyeonchan-simcheongga_hwangbongsa sajoe,kkeutkkaji.csv",train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/01-jangyeongchan-simcheongga_imdangsuro hyanghaneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/02-jangyeongchan-simcheongga_imdangsu dangdohande.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/03-jangyeongchan-simcheongga_imdangsu ppajineunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/04-jangyeongchan-simcheongga_simcheongi sugungdeuneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/05-jangyeongchan-simcheongga_monyeosangbong haneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/06-jangyeongchan-simcheongga_imdangsu tteooreuneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/07-jangyeongchan-simcheongga_hwachoga.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/08-jangyeongchan-simcheongga_simcheong hwanghudoeneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/09-jangyeongchan-simcheongga_simhwanghu buchinsaenggak(chuwolmanjeong).csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/10-jangyeongchan-simcheongga_simbongsa ttal geuriwo haneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/11-jangyeongchan-simcheongga_ppaengdeogeomeomui haengsil.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/12-jangyeongchan-simcheongga_hwangseonggil tteonaneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/13-jangyeongchan-simcheongga_simbongsa mogyokhaneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/14-jangyeongchan-simcheongga_simbongsa uibok ilko jatanhaneunde.csv,valid
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/15-jangyeongchan-simcheongga_gwanjangmannaneunde.csv,train
madang5/simcheongga/jangyeongchan/pan-sim-005 jangyeongchan pansori 1 simcheongga/16-jangyeongchan-simcheongga_bangataryeong.csv,test
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-014 jeonggwonjin chang simcheongga 1 gosu ijeongeop/01-jeonggwonjin-simcheongga_cheoeum~gwakssibuin samang.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-014 jeonggwonjin chang simcheongga 1 gosu ijeongeop/02-jeonggwonjin-simcheongga_gwakssi sangyeo naganeun daemok~simcheong dongnyanghaneun daemok.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-014 jeonggwonjin chang simcheongga 1 gosu ijeongeop/03-jeonggwonjin-simcheongga_seungsangbuini simcheongeul bureum~simcheongi jigeuksingongeul deurim.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-015 jeonggwonjin chang simcheongga 2 gosu ijeongeop/01-jeonggwonjin-simcheongga_simcheongi seonindeulgwa yaksokham~simcheongi seoninttara ganeun daemok.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-015 jeonggwonjin chang simcheongga 2 gosu ijeongeop/02-jeonggwonjin-simcheongga_beompijungryu~simcheongi okhwangsangjeui daejeobeul badeum.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-015 jeonggwonjin chang simcheongga 2 gosu ijeongeop/03-jeonggwonjin-simcheongga_simcheongi eomeoniwa sangbong~simcheongi haedanghwaro hwansaengham.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-016 jeonggwonjin chang simcheongga 3 gosu ijeongeop/01-jeonggwonjin-simcheongga_simcheongi cheonjawa mannam~simbongsa ppaengpawa salgedoem.csv,train
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-016 jeonggwonjin chang simcheongga 3 gosu ijeongeop/02-jeonggwonjin-simcheongga_ppaengpa simbongsaui jaesaneul tangjinham~bangataryeong.csv,test
madang5/simcheongga/jeonggwonjin/pan-sim-014-016 jeonggwonjin chang simcheongga gosu ijeongeop/pan-sim-016 jeonggwonjin chang simcheongga 3 gosu ijeongeop/03-jeonggwonjin-simcheongga_simbongsa kkumeul haemongham~simbongsa nuntteuneun daemokgwa janchi.csv,train
madang5/simcheongga/jeongjeongryeol/pan-0-031 pansori 5myeongchang jeongjeongryeol/11-jeongjeongryeol-simcheongga_monyeosangbong.csv,test
"madang5/simcheongga/jeongsunim/pan-sim-027 jeongsunim simcheongga bakdongsilje/pan-sim-027 jeongsunim simcheongga bakdongsilje CD1/01-jeongsunim-simcheongga_cheoeumbuteon~simcheong,simbongsaege bap bilgi aroeneunde.csv",train
madang5/simcheongga/jeongsunim/pan-sim-027 jeongsunim simcheongga bakdongsilje/pan-sim-027 jeongsunim simcheongga bakdongsilje CD2/01-jeongsunim-simcheongga_simcheongi bap bilreo naganeunde~simcheongi simbongsaege ibyeol gohaneunde.csv,train
madang5/simcheongga/jeongsunim/pan-sim-027 jeongsunim simcheongga bakdongsilje/pan-sim-027 jeongsunim simcheongga bakdongsilje CD3/01-jeongsunim-simcheongga_simcheongi seonindeul ttara ganeunde~simcheongi cheonja mannaneunde.csv,train
madang5/simcheongga/jeongsunim/pan-sim-027 jeongsunim simcheongga bakdongsilje/pan-sim-027 jeongsunim simcheongga bakdongsilje CD4/01-jeongsunim-simcheongga_simcheongi hwanghu doeneunde~kkeutkkaji.csv,test
madang5/simcheongga/jojuseon/jojuseon_pansori/06-jojuseon-simcheongga jung simbongsa pyeongtoje jinaeneun daemok.csv,valid
madang5/simcheongga/jojuseon/jojuseon_pansori/07-jojuseon-simcheongga jung simbongsa mure ppajineun daemok.csv,train
madang5/simcheongga/jojuseon/jojuseon_pansori/08-jojuseon-simcheongga jung simbongsa hwangseong tteonaneun daemok.csv,train
madang5/simcheongga/joyeongja/pan-0-029 deugeum Vol.4 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok4/04-joyeongja-simcheongga_simbongsa nuntteuneunde.csv,train
madang5/simcheongga/juunsuk/pan-0-029 deugeum Vol.4 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok4/05-juunsuk-simcheongga_hwangseongganeunde.csv,train
"madang5/simcheongga/obichwi/pan-0-005 SPsidaeui pansori yeoryu myeongchangdeul 2 bakrokju,obichwi/12-obichwi-simcheong hajik.csv",train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD1/01-ojeongsuk-danga_chunghyoga.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD1/02-ojeongsuk_simcheongga_gwakssibuin eojin haengsil.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD1/03-ojeongsuk_simcheongga_simcheong tansaeng.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD1/04-ojeongsuk_simcheongga_gwakssi jugeum.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD1/05-ojeongsuk_simcheongga_gwakssi jangrye.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD1/06-ojeongsuk_simcheongga_jeotdongnyang.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD2/01-ojeongsuk-simcheongga_simcheong simbongsa bongyang.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD2/02-ojeongsuk-simcheongga_jangseungsangdaek.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD2/03-ojeongsuk-simcheongga_simbongsa mure ppajim.csv,valid
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD2/04-ojeongsuk-simcheongga_gongyangmi saju yaksok.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD2/05-ojeongsuk-simcheongga_seonindeulkke momeul pam.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD2/06-ojeongsuk-simcheongga_simcheong hajik.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD3/01-ojeongsuk-simcheongga_jangseungsangdaek hajik.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD3/02-ojeongsuk-simcheongga_seonindeureul ttaragam.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD3/03-ojeongsuk-simcheongga_indangsu tusin.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD3/04-ojeongsuk-simcheongga_yonggung dangdo.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD3/05-ojeongsuk-simcheongga_seungsangbuin tansik.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/01-ojeongsuk-simcheongga_simcheong monyeo sangbong.csv,valid
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/02-ojeongsuk-simcheongga_simcheong hwansaeng.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/03-ojeongsuk-simcheongga_hwacho taryeong.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/04-ojeongsuk-simcheongga_simcheong hwanghudoeda.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/05-ojeongsuk-simcheongga_simhwanghu tansik.csv,valid
"madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/06-ojeongsuk-simcheongga_simbongsa tansik,ppaengdeogine.csv",train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/07-ojeongsuk-simcheongga_ppaengdeogine gasan tangjin.csv,test
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD4/08-ojeongsuk-simcheongga_ppaengdeogine domang.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD5/01-ojeongsuk-simcheongga_simbongsa mogyok.csv,test
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD5/02-ojeongsuk-simcheongga_bangataryeong.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD5/03-ojeongsuk-simcheongga_anssi maengin.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD5/04-ojeongsuk-simcheongga_simbongsa gaean.csv,train
madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD5/05-ojeongsuk-simcheongga_maengindeul songchuk.csv,train
"madang5/simcheongga/ojeongsuk/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga/pan-sim-025 ojeongsuk pansori daseotmadang simcheongga CD5/06-ojeongsuk-simcheongga_hwangbongsa nuuchim,huildam.csv",train
madang5/simcheongga/seongchangsun/pan-0-025 deugeum Vol.1 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok1/03-seongchangsun-simcheongga_simbongsa nuntteuneunde.csv,valid
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-006 simcheongga(1)/01-seongchangsun-simcheongga_gwakssi buin jugeun hu simbongsa tonggokhaneun daemokkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-006 simcheongga(1)/02-seongchangsun-simcheongga_sangyeo naganeun daemogeseo simcheongiga babeul bireo deureooneun daemokkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-007 simcheongga(2)/01-seongchangsun-simcheongga_sibi ttaraganeun daemogeseo gongyangmi 300seogeul guhaedalrago bineun daemokkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-007 simcheongga(2)/02-seongchangsun-simcheongga_namgyeongjangsa seonindeuri cheonyeoreul sandago oechineun daemogeseo simcheong seonindeureul ttaraganeun daemokkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-007 simcheongga(2)/03-seongchangsun-simcheongga_beompi jungryu daemogeseo simcheongi mure ppajin daeum seonindeuri doraganeun daemokkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-008 simcheongga(3)/01-seongchangsun-simcheongga_simcheongiga sugunge deureoganeun daemogeseo simcheongi hwanghudoen hu buchineul geurineun daemokkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-008 simcheongga(3)/02-seongchangsun-simcheongga_simbongsaga bimuneul ango uneun daemogeseo bangataryeongkkaji.csv,train
madang5/simcheongga/seongchangsun/pan-sim-006-008 simcheongga/pan-sim-008 simcheongga(3)/03-seongchangsun-simcheongga_ansi maengin mannaneun daemogeseo simbongsaga nuntteoseo kkeutnaneun daemokkkaji.csv,test
